Baseline Data,,,,Pandemic Data,,,,,,Centers > 10,,,,,,High Prevalence States,,,,,,Open the Whole Time,,,,
State,Town/County/City,Age Ranges,Single or Multiple Locations?,Opening Details,Number of Students Served During Pandemic,Number of Staff During Pandemic,COVID-19 Cases in Children,COVID-19 Cases in Staff,,Kids,Staff,Kid COVID,Staff COVID,Count,,Count of Kids,Count of Staff,Kids COVID,Staff COVID,Total Centers,,Kids,Staff,Kid COVID,Staff COVID,Count
Maryland ,Montgomery ,"6 weeks - 6 months, 6 months - 1 year, 2 to 4 years",Single,Open the whole time,4,0,0,0,,,,,,,,,,,,,,,,,,
Florida,Volusia,5 to 10 years,Multiple Centers,Open the whole time,90,10,0,0,,,,,,,,,,,,,,,,,,
Pennsylvania ,Clearfield,"1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,1,1,0,0,,,,,,,,,,,,,,,,,,
California ,Los Angeles,"2 to 4 years, 5 to 10 years",Single,Open the whole time,19,3,0,0,,,,,,,,,,,,,,,,,,
Marylad ,Montgomery ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,3,1,0,0,,,,,,,,,,,,,,,,,,
California ,Sacramento,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Open the whole time,45,8,0,1,,,,,,,,,,,,,,,,,,
Washington ,Yakima ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,12,1,0,0,,,,,,,,,,,,,,,,,,
Hawaii,Honolulu,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,7,2,0,0,,,,,,,,,,,,,,,,,,
Washington,King ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,11,2,0,0,,,,,,,,,,,,,,,,,,
North Carolina ,Durham,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,15,12,0,0,,,,,,,,,,,,,,,,,,
North Carolina,Durham,1 to 2 years,Single,Open the whole time,50,15,0,0,,,,,,,,,,,,,,,,,,
georgiaeorgi,dekalb,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,2,1,0,0,,,,,,,,,,,,,,,,,,
Oregon ,Multnomah,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Multiple,Open the whole time,17,7,0,0,,,,,,,,,,,,,,,,,,
Washington,King,2 to 4 years,Single,Closed for a portion,6,3,0,0,,,,,,,,,,,,,,,,,,
Minnesota,Hennepin,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Open the whole time,25,15,0,0,,,,,,,,,,,,,,,,,,
Minnesota,Hennepinn,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,30,23,0,0,,,,,,,,,,,,,,,,,,
New Mexico,Bernalillo,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,30,11,0,0,,,,,,,,,,,,,,,,,,
Texas,Tarrant,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,2,1,0,0,,,,,,,,,,,,,,,,,,
California,United States,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,3,1,0,0,,,,,,,,,,,,,,,,,,
California,San Mateo,"2 to 4 years, 5 to 10 years",Single,Closed for a portion,12,2,0,0,,,,,,,,,,,,,,,,,,
Indiana,Marion,2 to 4 years,Single,Open the whole time,4,2,0,1,,,,,,,,,,,,,,,,,,
Texas,Bexar,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,1,1,0,0,,,,,,,,,,,,,,,,,,
WIsconsin,Juneau,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,15,6,0,0,,,,,,,,,,,,,,,,,,
Maryland ,Howard ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,5,1,0,0,,,,,,,,,,,,,,,,,,
Minnesota,Lac Qui Parle,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Open the whole time,35,10,0,0,,,,,,,,,,,,,,,,,,
Washington,king,"2 to 4 years, 5 to 10 years",Single,Open the whole time,9,1,0,0,,,,,,,,,,,,,,,,,,
Virginia,Fairfax,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Multiple,Closed for a portion,30,12,0,2,,,,,,,,,,,,,,,,,,
New York,Schenectady ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,30,11,0,0,,,,,,,,,,,,,,,,,,
North Carolina,Carteret,"1 to 2 years, 2 to 4 years",Single,Closed for a portion,30,9,0,0,,,,,,,,,,,,,,,,,,
illnois,fulton,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,12,4,0,0,,,,,,,,,,,,,,,,,,
Washington,Snohomish,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,30,7,0,0,,,,,,,,,,,,,,,,,,
Colorado,Pueblo,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,20,14,0,0,,,,,,,,,,,,,,,,,,
Maryland,garrett,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,8,1,0,0,,,,,,,,,,,,,,,,,,
Michigan,Wayne,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,11,14,0,0,,,,,,,,,,,,,,,,,,
Washington,Yakima,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,21,5,0,0,,,,,,,,,,,,,,,,,,
California ,San Francisco ,2 to 4 years,Single,Open the whole time,10,6,0,0,,,,,,,,,,,,,,,,,,
New York,Queen,"6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Open the whole time,30,14,0,1,,,,,,,,,,,,,,,,,,
Wisconsin,Kenosha,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,40,20,0,0,,,,,,,,,,,,,,,,,,
California ,Santa Clara,5 to 10 years,Single,Open the whole time,10,4,0,0,,,,,,,,,,,,,,,,,,
Minnesota,Stearns,"2 to 4 years, 5 to 10 years",Single,Open the whole time,14,4,0,0,,,,,,,,,,,,,,,,,,
nc,madsion,"2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,10,4,0,0,,,,,,,,,,,,,,,,,,
Minnesota,Norman,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,25,14,0,0,,,,,,,,,,,,,,,,,,
Texas,"El,Paso","6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,6,2,0,0,,,,,,,,,,,,,,,,,,
Minnesota,Hennepin,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,15,6,0,2,,,,,,,,,,,,,,,,,,
Tennessee,Sumner,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,25,10,0,0,,,,,,,,,,,,,,,,,,
Georgia,Paulding,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,30,10,0,0,,,,,,,,,,,,,,,,,,
Michigan,Livingston,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,15,8,0,0,,,,,,,,,,,,,,,,,,
Washington,King,"2 to 4 years, 5 to 10 years",Single,Open the whole time,21,7,0,0,,,,,,,,,,,,,,,,,,
Pennsylvania,cumberland,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,157,21,0,3,,,,,,,,,,,,,,,,,,
California,Los Angeles,2 to 4 years,Single,Closed for a portion,13,4,0,0,,,,,,,,,,,,,,,,,,
Texas,Dallas,"6 weeks - 6 months, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,65,33,0,0,,,,,,,,,,,,,,,,,,
Minnesota,Hennepin,,Single,Open the whole time,15,3,0,2,,,,,,,,,,,,,,,,,,
Maryland,Washington,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,6,1,0,0,,,,,,,,,,,,,,,,,,
Arizona,Pima,"2 to 4 years, 5 to 10 years, Over 10",Single,Closed for a portion,0,7,0,0,,,,,,,,,,,,,,,,,,
Minnesota,Hennepin,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,27,10,0,0,,,,,,,,,,,,,,,,,,
New York,Kings,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Multiple,Open the whole time,6,2,0,0,,,,,,,,,,,,,,,,,,
Minnesota,Hennepin,"2 to 4 years, 5 to 10 years",Single,Closed for a portion,10,5,0,0,,,,,,,,,,,,,,,,,,
"Minneaota, Iowa, Idaho & Colorado",,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Open the whole time,2200,1000,4,7,,,,,,,,,,,,,,,,,,
Minnesota,Ramsey,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Open the whole time,50,15,0,0,,,,,,,,,,,,,,,,,,
Texas,Walker,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,130,22,0,0,,,,,,,,,,,,,,,,,,
Florida,Osceola,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Closed for a portion,9,4,0,0,,,,,,,,,,,,,,,,,,
Washington,Stevens,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",One Center,Closed for a portion,6,1,0,0,,,,,,,,,,,,,,,,,,
Texas,Cooke,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,40,17,0,0,,,,,,,,,,,,,,,,,,
California ,Alameda,2 to 4 years,Single,Open the whole time,5,2,0,0,,,,,,,,,,,,,,,,,,
Washington,Clark,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Multiple,Open the whole time,50,12,0,0,,,,,,,,,,,,,,,,,,
Arizona,Maricopa,"2 to 4 years, 5 to 10 years",Single,Closed for a portion,10,2,0,0,,,,,,,,,,,,,,,,,,
Virginia,Fairfax,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,4,3,0,0,,,,,,,,,,,,,,,,,,
Virginia,City of Charlottesville,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,4,4,0,0,,,,,,,,,,,,,,,,,,
North Carolina,Johnston,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,18,5,0,0,,,,,,,,,,,,,,,,,,
California,Sonoma,"2 to 4 years, 5 to 10 years",Multiple,Open the whole time,30,12,0,0,,,,,,,,,,,,,,,,,,
California ,San Mateo,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,3,1,0,0,,,,,,,,,,,,,,,,,,
California ,San Francisco ,"6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,8,3.5,0,0,,,,,,,,,,,,,,,,,,
California ,San Francisco ,"6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,8,3.5,0,0,,,,,,,,,,,,,,,,,,
Texas,Harris,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,7,1,0,0,,,,,,,,,,,,,,,,,,
Maryland,Talbot,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,6,0,0,0,,,,,,,,,,,,,,,,,,
Maryland ,Howard ,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,5,1,0,0,,,,,,,,,,,,,,,,,,
Texas,Tarrant,"1 to 2 years, 2 to 4 years",Single,Open the whole time,3,1,0,0,,,,,,,,,,,,,,,,,,
Arkansas,Faulkner,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,12,7,0,0,,,,,,,,,,,,,,,,,,
Texas,Denton,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,2,1,0,0,,,,,,,,,,,,,,,,,,
Oregon,Lane,"1 to 2 years, 2 to 4 years, 5 to 10 years",Single,Open the whole time,26,10,0,0,,,,,,,,,,,,,,,,,,
Minnesota,Ramsey,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,55,20,0,2,,,,,,,,,,,,,,,,,,
New York,Westchester,"6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,20,23,0,0,,,,,,,,,,,,,,,,,,
Michigan,oakland,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years",Multiple,Closed for a portion,65,35,0,0,,,,,,,,,,,,,,,,,,
Missouri,Jackson,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,40,30,0,0,,,,,,,,,,,,,,,,,,
"Washington, DC","Washington, DC","6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,10,15,0,0,,,,,,,,,,,,,,,,,,
Oregon,Columbia,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years, 5 to 10 years, Over 10",Single,Open the whole time,30,9,0,0,,,,,,,,,,,,,,,,,,
Oregon ,Multnomah,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Multiple,Open the whole time,8,28,0,0,,,,,,,,,,,,,,,,,,
Texas,Potter,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Open the whole time,6,1,0,0,,,,,,,,,,,,,,,,,,
Louisiana,East Baton Rouge,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,60,25,0,0,,,,,,,,,,,,,,,,,,
North Carolina,Durham,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,8,8,0,0,,,,,,,,,,,,,,,,,,
Florida,Miami-Dade,"6 weeks - 6 months, 6 months - 1 year, 1 to 2 years, 2 to 4 years",Single,Closed for a portion,16,7,0,0,,,,,,,,,,,,,,,,,,
Oregon,Lane,"2 to 4 years, 5 to 10 years",Single,Open the whole time,14,5,0,0,,,,,,,,,,,,,,,,,,
